Contrast,RMS,Correlation,Skewness,Kurtosis,Variance,Standard_Deviation,Entropy,Energy,Mean,Output
1.219454657,8.707865333,0.875460304,1.510321961,3.813587695,5136.592949,73.18610644,3.223562162,0.454970803,42.0025177,1
0.533792892,11.73967327,0.956619585,0.440019827,1.590728658,5561.023626,84.43650494,5.252120013,0.248349484,80.36916606,1
0.544699755,11.53068152,0.957177567,0.295855328,1.48655538,4120.738137,86.27757665,5.415368225,0.238735391,87.78333537,1
0.648590686,11.05306898,0.953075008,0.459071004,1.582959712,5554.117248,88.21915341,4.999361658,0.272849935,81.47586568,1
0.762040441,8.82239017,0.938273467,1.312343686,3.148569482,5954.425589,80.1298677,3.227765618,0.467080195,48.50098165,1
0.57567402,6.7329235,0.85605813,2.547605869,9.820629591,1764.565492,47.44105859,2.533559633,0.559345305,21.86075338,1
1.238740809,10.1615799,0.876631507,0.833048222,2.19110573,3895.773258,74.74764857,4.406563556,0.294833756,58.31204732,1
0.368918505,8.575159111,0.923205622,2.209080529,7.539304143,2525.53362,52.10012442,3.103723622,0.486910564,27.33988953,1
0.393995098,8.386090697,0.928240099,2.394197372,7.974205986,2750.749789,58.25026379,3.385762245,0.546535128,28.17412313,1
0.902022059,9.320359344,0.826581854,1.886797346,6.051144091,2721.904315,55.88436949,3.903751948,0.382667929,34.14871724,1
0.302328431,8.28972024,0.961565939,1.287395016,3.357839166,3510.76624,65.65746783,3.470605922,0.435835515,42.31378174,1
0.731954657,5.176326253,0.825774516,2.736916639,9.091944076,2267.105886,48.8334083,1.41820608,0.743208874,17.11475118,1
0.341988358,8.469759639,0.891613009,1.424042373,3.915354851,1903.72662,46.11252128,3.049244242,0.491454315,27.90489197,1
0.607077206,4.417213838,0.825522302,3.017042148,10.82757761,1779.874263,44.61749121,1.285901746,0.771723031,14.53045146,1
1.384757966,9.117804038,0.835544215,1.122633624,2.67955994,4770.981727,71.38259105,3.559526906,0.397138917,46.98961385,1
0.899571078,8.721559868,0.83831329,1.555063314,4.531089394,2914.89707,58.67526569,3.653919355,0.412833764,36.58661397,1
0.327542892,6.244588415,0.941673882,2.155204819,6.29638102,3045.736628,57.71612088,1.994709272,0.664921426,24.99488831,1
1.012040441,9.417988397,0.8860066,1.039150986,2.544642189,4555.726147,72.50574622,3.74292435,0.383607848,49.94270325,1
0.159068627,5.557003944,0.904536776,2.783592285,9.832866922,1063.050173,33.86133489,1.571774477,0.733706251,12.35804749,1
0.185401348,4.742218276,0.900275167,3.511606055,15.00592145,1113.99889,34.49652388,1.209471503,0.798201889,10.45277405,1
0.135232843,7.264850505,0.960751568,1.915735456,5.634358603,1856.902754,61.30135639,3.436090181,0.455855548,33.9776357,0
0.282996324,7.296462915,0.950193972,1.801289314,5.031759046,3038.096042,76.54783083,3.20288705,0.461530518,43.00613403,0
0.101685049,7.200060942,0.95860795,1.893094488,5.591753005,1423.614145,51.3755449,3.257972317,0.479628652,28.37131755,0
0.206219363,6.373880237,0.904333783,2.640574952,9.365835801,1340.267769,37.35384493,1.964045021,0.685697449,14.86935425,0
0.12745098,7.279712876,0.955664487,1.904573113,5.617097007,1578.593432,55.51907626,3.337001785,0.467148204,30.73660278,0
0.136887255,5.431254163,0.945384665,2.59775988,9.01440705,1519.935378,51.05162395,2.356549435,0.604489714,22.03697713,0
0.142892157,5.921430311,0.946499983,2.385685725,7.857478252,1626.084911,53.25631958,2.659211174,0.558264748,24.73670959,0
0.121875,5.792969544,0.959656301,2.243230928,7.13845425,1480.615888,53.94302001,2.615955031,0.574949321,25.5864563,0
0.26317402,6.88844181,0.922125262,2.352579967,7.553609236,2087.082701,47.08833968,2.278268277,0.628953556,20.42939758,0
0.128262868,7.385482959,0.936546954,2.267858938,7.566679965,1360.579483,46.76100141,3.042709624,0.518041014,23.36631775,0
0.128431373,7.517434201,0.929113964,2.237952826,7.44570193,1210.424492,44.61869999,3.091587545,0.512413712,22.61064657,0
0.143443627,8.088421318,0.931308708,2.055633246,6.513646715,1384.184553,48.16621197,3.386976691,0.46732985,26.0507609,0
0.116881127,7.476454912,0.929165563,1.958535952,6.117145551,1063.517134,40.25161078,3.029728205,0.52857229,21.71395365,0
0.119822304,7.440062168,0.92729259,1.946808691,6.0400875,1074.627343,40.33256705,3.052902044,0.525386914,21.8197581,0
0.157199755,7.988610013,0.919522254,1.863820928,5.79090644,1330.398226,43.80605358,3.539568539,0.468852019,25.0900472,0
0.163817402,7.440395274,0.919141429,2.081942405,6.591251095,1410.32471,45.89830128,3.138759303,0.491159529,24.32569885,0
0.168014706,7.462441117,0.916386164,2.087132581,6.61573809,1394.545615,45.53843014,3.140754028,0.494420523,24.10712179,0
0.189154412,7.811985971,0.911496287,1.860296661,5.718941492,1362.83192,45.8647497,3.394950565,0.462961775,26.28481547,0
0.170511642,6.652516228,0.940567412,2.306861982,7.477975836,2244.55435,56.35669781,2.850206654,0.555900144,26.82000224,0
0.125199142,8.796020909,0.948965445,2.027571372,6.644881312,1896.689993,49.36524411,3.619954583,0.449840478,27.79506429,0
0.179840686,9.409887816,0.943254781,1.650235729,4.626067001,2684.566415,62.00626382,4.106837889,0.375521257,38.53873698,0
0.100520833,7.622807951,0.937916434,2.054061796,6.551643051,1201.281555,40.85288128,3.165486139,0.51485923,21.94960022,0
0.101685049,7.748359024,0.938031498,2.02612081,6.427027772,1225.39558,41.17309394,3.205066225,0.508952448,22.35420736,0
0.171966912,6.523099529,0.927536266,2.245307525,7.321694151,1728.490462,50.91526284,2.830775041,0.543939721,24.60846456,0
0.166819853,6.499135616,0.929072462,2.245004469,7.318495148,1721.368557,50.9138241,2.828963137,0.543882213,24.60690816,0
0.129626225,7.246144107,0.961767042,1.941069725,5.731098475,1901.616084,61.09242106,-124.4279995,0.461026772,33.51172892,0
0.25971201,7.345527035,0.954063409,1.818837243,5.10291282,3129.414943,75.99478105,-123.6059766,0.466879048,42.31729126,0
0.101348039,7.374578902,0.958383841,1.881044877,5.570278079,1448.145507,51.04833674,-122.7839537,0.473971227,28.44471741,0
0.106219363,7.5514121,0.95554094,1.854493229,5.477317463,1456.957928,50.43141537,-121.9619308,0.471736428,28.41641744,0
0.124172794,7.422791875,0.955284622,1.942189547,5.793357287,1683.160423,54.60146277,-121.1399079,0.474902867,29.8396759,0
0.256954657,6.640748362,0.890067603,2.550137389,9.062006854,1613.648538,43.63510939,-120.317885,0.607647333,19.09770711,0
0.150704657,5.918904987,0.945131802,2.36954084,7.755811122,1641.121099,53.69703862,-119.4958621,0.559731191,24.99194845,0
0.151776961,6.350682816,0.943401244,2.470861144,8.499029592,1650.233731,50.91664135,-118.6738392,0.590241371,22.98196411,0
0.132628676,7.385630852,0.956223777,1.940275734,5.721239183,1807.894107,58.86194212,-117.8518163,0.462592823,32.28400167,0
0.135294118,7.711037275,0.93661607,2.137861894,6.911318121,1382.372229,48.32642115,-117.0297935,0.488105299,25.35067749,0
0.127159926,7.640016818,0.931422059,2.186774685,7.193988437,1221.160956,45.1296875,-116.2077706,0.501764063,23.30865987,0
0.135003064,7.667558131,0.930763415,2.192909196,7.185417824,1309.59982,46.37870236,-115.3857477,0.499676968,23.83214823,0
0.115778186,7.399130283,0.929141838,1.97197284,6.179976937,1046.154923,40.02212902,-114.5637248,0.532590138,21.45672607,0
0.11651348,7.34316949,0.928447402,1.97889451,6.180326785,1068.039261,40.05916225,-113.7417019,0.532968708,21.39667765,0
0.157077206,7.875195535,0.918587223,1.885796886,5.891332219,1306.663888,43.43602259,-112.919679,0.4754181,24.66107178,0
0.159497549,7.293270668,0.919440843,2.138750454,6.85772872,1400.181484,45.22439202,-112.0976561,0.50521966,23.41610718,0
0.168596814,7.44151272,0.915921452,2.099383066,6.672506386,1397.179728,45.43235555,-111.2756332,0.497250901,23.93172709,0
0.167647059,7.51537917,0.914049516,1.945099554,6.093293263,1280.67195,44.51187967,-110.4536103,0.48191037,24.71558634,0
0.172487745,6.905718872,0.940727194,2.249574576,7.200703907,2300.030828,56.75286551,-109.6315874,0.545094435,27.60724894,0
0.126087623,8.028420765,0.944542229,2.19247384,7.45670098,1690.244292,47.47674687,-108.8095645,0.485475346,25.1708374,0
0.184528186,9.28455627,0.941893056,1.647389696,4.614360352,2609.741927,62.06007043,-107.9875416,0.373569139,38.60475159,0
0.104840686,7.67173266,0.935602777,2.045531948,6.519617058,1205.861745,40.97539026,-107.1655187,0.51217693,22.12089539,0
0.101838235,7.619904813,0.937172041,2.054843793,6.563488985,1202.985393,40.77547664,-106.3434958,0.516032264,21.87492371,0
0.375796569,9.048154347,0.89587608,1.835009762,5.635951894,2286.650969,50.58380895,-105.5214729,0.464006662,29.06930033,0
0.170680147,6.575405199,0.928676428,2.20640082,7.135996029,1739.394553,51.2643414,-104.69945,0.536786415,25.12559001,0
0.168841912,6.510389176,0.928860834,2.233440761,7.25916852,1725.966257,51.08219489,-103.8774271,0.541737628,24.78124491,0
0.167984069,6.556719678,0.929979915,2.227410265,7.240180558,1736.696967,51.31663986,-103.0554042,0.537195269,25.0298818,0
0.145680147,7.808534028,0.918405122,1.972345673,6.193390645,1266.974158,44.28297106,-102.2333813,0.46731426,24.40130615,0
0.147089461,7.904688163,0.918944319,1.948669308,6.067246727,1305.49337,44.79442766,-101.4113584,0.463939787,24.84258525,0
0.14620098,7.974465099,0.920295501,1.928203024,5.971187729,1314.963167,45.02758839,-100.5893355,0.45799477,25.16101074,0
0.071844363,6.190456362,0.914600071,2.336086115,8.102576674,647.9225012,29.15742183,-99.76731257,0.659675615,13.68136597,0
0.072058824,6.055389901,0.908501044,2.385677792,8.367238234,609.0638844,28.05190547,-98.94528967,0.677543225,12.87841288,0
0.121001838,7.223264077,0.964291355,1.965317787,5.657549424,1869.302423,45.11478594,-98.12326677,0.596455405,21.82821655,0
0.062882966,6.088112489,0.905133354,2.441568965,8.901899885,540.9960592,26.26631242,-97.30124387,0.685171482,12.08936564,0
0.215364583,9.513316648,0.939682587,1.502781837,4.282023029,2540.650048,59.0585996,-96.47922098,0.377959327,38.66672262,0
0.201593137,9.698268408,0.945011681,1.491478585,4.29435973,2616.073972,59.65112202,-95.65719808,0.369178557,39.6145579,0
0.201041667,9.670786236,0.942551763,1.498281536,4.379579177,2392.226761,58.75695882,-94.83517518,0.366753841,39.20918274,0
0.153339461,7.810042668,0.916092209,1.994157041,6.351922905,1286.937054,44.17201456,-94.01315228,0.46944946,24.27217102,0
0.201256127,7.705120548,0.925966622,1.841978194,5.574161001,1628.525878,53.43609396,-93.19112938,0.45581814,30.5167745,0
0.189123775,7.545970731,0.924764883,1.917693348,5.903582471,1552.535534,51.86490782,-92.36910648,0.46589934,28.89486694,0
0.187714461,7.607493689,0.926880537,1.892967937,5.806312692,1556.045237,51.95370421,-91.54708358,0.462741116,29.21999613,0
0.393872549,11.33391784,0.873082844,1.281017158,4.022487816,2177.644248,53.06025263,-90.72506068,0.281330328,42.39312236,0
0.401102941,11.00841582,0.880565876,1.22964046,3.807585454,2182.004368,55.06116076,-89.90303778,0.269885606,44.2756958,0
0.626608456,9.937703054,0.793732013,1.743015886,5.458163337,1998.581741,49.02120845,-89.08101488,0.392681654,31.00676473,0
0.141115196,8.053854837,0.942260847,2.048459272,6.337923821,2050.90952,53.84292013,-88.25899199,0.470205011,28.48740641,0
0.147181373,8.029453353,0.939725508,2.057354085,6.385280196,2046.845984,53.46938507,-87.43696909,0.473598506,28.17038472,0
0.148498775,9.624908587,0.94645998,1.561321551,4.395548602,2123.369655,59.47901507,-86.61494619,0.342123875,38.91597493,0
0.158425245,8.725984745,0.940922493,1.857055758,5.503077337,2173.68593,56.56606793,-85.79292329,0.414974959,32.38320414,0
0.097977941,7.139264292,0.941245723,2.195417974,7.333084252,1293.922938,42.1953912,-84.97090039,0.527959752,21.38201904,0
0.102573529,6.978802095,0.938741454,2.240343409,7.553004543,1284.15558,42.15901508,-84.14887749,0.536271119,21.01997884,0
0.387898284,9.193326669,0.892230509,1.803439354,5.540391221,2308.583706,50.69141341,-83.32685459,0.452748526,29.68860881,0
0.16875,6.682102391,0.931156545,2.17825238,7.002296256,1770.851038,51.86486277,-82.50483169,0.526674127,25.75650533,0
0.1453125,7.806099067,0.918429282,1.982196863,6.234055677,1283.755062,44.50300779,-81.68280879,0.468246305,24.43693034,0
0.146997549,7.725951107,0.918366106,1.981940477,6.213327474,1276.667391,44.43027938,-80.86078589,0.471582148,24.29530843,0
0.144515931,7.924573541,0.921072758,1.934297482,5.997966968,1308.984754,44.98043373,-80.038763,0.459959538,25.06337484,0
0.061810662,5.815702627,0.91763683,2.501412553,9.011859298,603.0532753,27.84653261,-79.2167401,0.691010537,12.32425944,0
0.062576593,5.859050453,0.908557036,2.492015034,9.101855967,554.6125838,26.78766736,-78.3947172,0.694255977,11.96759542,0
0.067830882,5.939584319,0.911023003,2.412756713,8.484297485,590.9114383,27.71397888,-77.5726943,0.684130858,12.59451294,0
0.052665441,5.783519981,0.911320056,2.615243461,9.877112694,505.5445535,25.02587677,-76.7506714,0.713799202,10.84007263,0
0.209620098,9.409074325,0.940700648,1.535081742,4.387341265,2536.092762,58.68113522,-75.9286485,0.387531664,37.82429504,0
0.20010723,9.681250342,0.945246466,1.49676031,4.311874476,2610.193015,59.56883599,-75.1066256,0.370311395,39.46580505,0
0.194914216,9.622483471,0.943997707,1.512133493,4.42495096,2387.959096,58.60214551,-74.2846027,0.370952386,38.84168498,0
0.149969363,7.653879157,0.916251208,2.037272478,6.545379145,1268.836519,43.74868316,-73.4625798,0.47979185,23.62396749,0
0.184313725,7.420957465,0.928507867,1.925308362,5.923127258,1571.998352,52.11930069,-72.6405569,0.477956223,28.77699788,0
0.182015931,7.389353909,0.926619639,1.951368405,6.05016306,1536.424844,51.16622688,-71.81853401,0.477195476,28.06929016,0
0.184221814,7.376203887,0.925627591,1.950159738,6.044000166,1523.377347,51.18623083,-70.99651111,0.477581534,28.08650716,0
0.181801471,7.500600658,0.927246367,1.922516997,5.939737794,1515.883548,51.2179891,-70.17448821,0.470077664,28.49567159,0
0.383823529,11.24195339,0.876620741,1.301035314,4.078738696,2191.596483,53.04892075,-69.35246531,0.287389998,41.87307739,0
0.626317402,9.956912118,0.793060246,1.719260732,5.346195878,1985.941164,48.97610144,-68.53044241,0.389019138,31.1868337,0
0.144056373,7.80220674,0.940437515,2.075429245,6.466660823,1958.142779,53.43241869,-67.70841951,0.476057241,27.99793498,0
0.146997549,7.706433247,0.937805525,2.1194122,6.67089544,1954.819125,52.69745634,-66.88639661,0.487554814,27.10246785,0
0.149080882,8.068396933,0.93956899,2.028662745,6.259695313,2027.156908,53.86598857,-66.06437371,0.465326715,28.74353027,0
0.155315564,8.353713755,0.938938237,1.975112492,6.021536199,2067.320282,54.72432606,-65.24235081,0.445542148,29.90385437,0
0.102083333,7.245716306,0.94090573,2.145646897,7.092798078,1309.152295,42.68103216,-64.42032791,0.516743773,22.03931173,0
0.108547794,7.430790217,0.938337803,2.131004705,7.006247476,1370.044275,43.32559993,-63.59830502,0.511488427,22.51357524,0
0.295955882,11.2691266,0.937313128,0.864931878,2.563251252,2518.758824,64.5961658,-62.77628212,0.238419511,56.68479411,0
0.465242034,11.81385285,0.928386384,0.73799937,2.303052578,3554.819178,73.72332065,-61.95425922,0.200512421,68.24702962,0
0.399417892,11.50858586,0.934244903,0.825905667,2.448137934,3216.29941,72.1475797,-61.13223632,0.225252725,63.74293009,0
0.393244485,13.38752843,0.947913073,0.297790757,1.794694171,4431.73018,78.99269921,-60.31021342,0.138851364,91.40237935,0
0.506341912,10.82944589,0.903782229,1.130847375,3.122408322,4030.863024,67.18064033,-59.48819052,0.291080923,50.2559611,0
0.392876838,13.45518945,0.946479042,0.266398239,1.791581346,4035.617411,77.76171912,-58.66616762,0.134547857,92.35097249,0
0.404947917,13.3742473,0.947319645,0.283445762,1.776869613,4339.593862,78.36585709,-57.84414472,0.137683365,91.30243937,0
0.298651961,7.106730136,0.790237536,2.614906176,9.687011074,1142.267323,38.37969084,-57.02212182,0.56642116,17.24552917,0
0.231112132,7.519908497,0.870801937,2.172671978,7.059525842,1292.835767,42.4075835,-56.20009892,0.510405265,21.46461995,0
0.525229779,8.703857969,0.942192802,0.963491718,2.335017022,4678.75065,81.23079968,-55.37807603,0.391130823,57.31668091,0
0.275643382,7.541940112,0.850236935,2.184799638,7.126503976,1322.513261,43.04979354,-54.55605313,0.493521905,21.868337,0
0.245143995,11.85020347,0.95039078,0.740182925,2.319333791,2684.715204,65.18608725,-53.73403023,0.218285273,60.25876363,0
0.258210784,7.833396138,0.841926082,2.149643173,7.031039938,1232.468355,41.17908046,-52.91200733,0.488322601,21.40053304,0
0.251210172,11.99899634,0.9478944,0.728483328,2.283375107,2705.483313,64.17236919,-52.08998443,0.219629677,59.27589925,0
0.308164828,12.50569173,0.953694206,0.678414611,2.196795393,3826.067631,74.98381566,-51.26796153,0.178978803,71.98410543,0
0.267723652,11.91689134,0.960290327,0.712221424,2.158412771,4118.564783,72.18104629,-50.44593863,0.227137613,65.92895508,0
0.267141544,11.91443233,0.960358226,0.712766891,2.159045514,4117.870806,72.17158793,-49.62391573,0.227353075,65.8961436,0
0.601424632,8.678491682,0.943641187,1.099205104,2.463057541,6503.397022,85.37266263,-48.80189283,0.470006872,54.57062785,0
0.310033701,12.3775399,0.948223109,0.726405161,2.216885324,3710.121789,71.97640325,-47.97986993,0.20147174,66.86282349,0
0.272564338,10.93388419,0.947522705,1.04156347,2.878978226,3545.263748,69.74812872,-47.15784704,0.285495813,54.69326274,0
0.299708946,11.23333923,0.952943747,1.091842388,2.967082745,3992.210463,71.45418008,-46.33582414,0.267120712,55.51737976,0
0.274877451,11.32367767,0.953373297,0.996943847,2.728219438,3719.96501,72.21256345,-45.51380124,0.248732835,58.49942017,0
0.274877451,11.32367767,0.953373297,0.996943847,2.728219438,3719.96501,72.21256345,-44.69177834,0.248732835,58.49942017,0
0.284727328,11.50816705,0.948382049,1.014206256,2.799359563,3501.915845,71.07810284,-43.86975544,0.243563554,57.89124552,0
0.208517157,11.49573188,0.962252625,1.021827701,2.795913279,3602.318477,70.60611142,-43.04773254,0.259067798,56.82986959,0
0.250628064,12.05592065,0.953894488,0.906039725,2.588342866,3652.888395,69.27702896,-42.22570964,0.223748702,60.02178955,0
0.306893382,11.2829909,0.95109575,0.925439875,2.567850623,3866.027416,71.95649719,-41.40368674,0.254813375,59.02135213,0
0.254748775,11.32013965,0.956327498,0.92509293,2.530025466,3705.350399,72.21329566,-40.58166384,0.254588902,59.83216858,0
0.252205882,11.89664891,0.960496152,0.73616562,2.197917144,3945.694384,74.94319494,-39.75964094,0.221005291,68.19391886,0
0.301731005,11.58118504,0.954137371,0.882130023,2.506960642,4126.188351,75.54563587,-38.93761805,0.232270433,64.20905558,0
0.239767157,12.69700359,0.961606238,0.598642341,2.087185101,3866.754231,75.17015521,-38.11559515,0.180323631,75.22992452,0
0.236351103,12.22179177,0.957523024,0.786559242,2.313531065,3824.433653,74.16086102,-37.29357225,0.210073713,67.37653605,0
0.261734069,12.54086183,0.951142309,0.742163393,2.275713485,3685.376778,75.490482,-36.47154935,0.195107707,71.41214498,0
0.378538603,12.13280133,0.935745258,0.609117664,2.032037789,3811.479805,76.19006771,-35.64952645,0.195708753,72.77896118,0
0.389338235,10.88892663,0.91339873,1.096633002,2.875281727,3297.208813,68.89071204,-34.82750355,0.262514554,52.77641805,0
0.417830882,10.85123973,0.920938932,1.062542669,2.840813413,3737.872463,70.18071196,-34.00548065,0.276042391,54.06856283,0
0.432169118,10.84837529,0.913560141,1.109633399,2.968006101,3431.747811,68.92714423,-33.18345775,0.264076806,52.4924469,0
0.506954657,10.51057812,0.911100847,1.13215705,2.980046794,3904.11461,70.43029993,-32.36143485,0.29219043,51.73988342,0
0.495557598,11.64129118,0.925529002,0.830804455,2.37403065,4138.334553,75.1560347,-31.53941195,0.213073176,65.55648295,0
0.612561275,10.62892805,0.906617073,0.971403733,2.561348289,4051.052311,73.25301382,-30.71738906,0.274916604,56.99020386,0
0.551378676,10.64211609,0.88666679,1.182677552,3.113142137,3818.223161,67.99395273,-29.89536616,0.307558736,49.17550659,0
0.62489277,11.72709219,0.907461325,0.76262214,2.217472297,4556.631232,75.52810559,-29.07334326,0.221009026,66.42727153,0
0.628186275,11.61205655,0.911706096,0.731460194,2.16493315,4504.33537,76.83980075,-28.25132036,0.222559911,68.18173726,0
0.591957721,11.28589907,0.919812124,0.760810142,2.188533272,4406.999748,77.75521911,-27.42929746,0.230501558,67.4365743,0
0.417493873,11.28262058,0.941152289,0.83457252,2.330533044,4368.376589,77.19655836,-26.60727456,0.236508192,65.06012472,0
0.409160539,10.63043396,0.940544685,0.894473469,2.412521601,4214.248422,76.96533486,-25.78525166,0.263511778,62.019104,0
0.345297181,10.72440577,0.950496272,0.908038485,2.426709216,4393.372053,76.61247573,-24.96322876,0.281435938,60.8631134,0
0.364828431,11.46552083,0.951160797,0.679148047,2.057215005,4445.039161,79.69377752,-24.14120586,0.222637883,71.62118022,0
0.397426471,12.04539751,0.945780413,0.596233048,1.98110583,4575.976034,79.61856566,-23.31918296,0.18544819,76.00980632,0
0.485508578,11.37285377,0.930451706,0.746708797,2.193630964,4416.206666,77.68762361,-22.49716007,0.237370219,67.85376485,0
0.358609069,11.39264455,0.941585002,0.85533509,2.406243876,4369.388733,75.63892937,-21.67513717,0.253741299,63.8117981,0
0.356724877,11.79127741,0.945374646,0.745051472,2.221447675,4436.287561,77.5454528,-20.85311427,0.227642008,69.4877065,0
0.440027574,11.25566733,0.929181296,0.926339513,2.494280011,4216.980599,75.82872511,-20.03109137,0.248692357,61.99005636,0
0.507506127,11.90092525,0.921301514,0.744171357,2.196000915,4306.557229,76.55149741,-19.20906847,0.211003739,68.928538,0
0.507506127,11.90092525,0.921301514,0.744171357,2.196000915,4306.557229,76.55149741,-18.38704557,0.211003739,68.928538,0
0.74833027,10.54673407,0.881722607,1.234960156,3.293884235,4290.893152,69.92482978,-17.56502267,0.317445751,49.59578451,0
0.35479473,9.395451293,0.929287268,1.767686093,5.123841632,3221.75176,60.8569533,-16.74299977,0.454074559,35.80225627,0
0.669255515,9.668718301,0.872423591,1.524058337,4.288380105,3422.012587,63.45351299,-15.92097687,0.387374692,40.58569336,0
0.255882353,10.98582308,0.917924086,1.327419495,3.797833927,2715.754053,56.27317222,-15.09895397,0.314469714,41.04101563,0
0.190012255,10.93231626,0.941603875,1.287405328,3.566095609,2951.477745,59.51983838,-14.27693108,0.313195716,43.3250529,0
0.13916973,5.957524261,0.948690311,2.505687065,8.39071761,2083.983958,52.15051084,-13.45490818,0.61369222,22.21414185,0
0.302757353,8.910745686,0.951610899,1.772720751,5.020662335,3705.346421,64.59613011,-12.63288528,0.504696182,36.4985555,0
0.307582721,9.280257397,0.941705407,1.693986298,4.83240444,2958.262493,63.39766853,-11.81086238,0.432720969,38.19078064,0
0.24463848,9.80798368,0.942420944,1.574102301,4.568413997,2722.398498,56.91987694,-10.98883948,0.394916859,36.15994771,0
0.282429534,9.496145042,0.932965744,1.600085438,4.640176613,2622.720004,56.62376638,-10.16681658,0.409561883,35.26998901,0
0.318995098,10.81136953,0.932150366,1.408392777,3.962534959,2727.218614,56.23680341,-9.344793681,0.354510228,39.25645447,0
0.300750613,10.29337113,0.937980061,1.51914521,4.411700755,2907.076369,56.78651435,-8.522770782,0.376838745,37.80138652,0
0.350995711,10.95744976,0.926598753,1.356968606,3.873379826,3088.051451,59.52731533,-7.700747883,0.317711612,42.80585225,0
0.334313725,10.97580795,0.927431655,1.361721565,3.923455806,3007.606905,58.4638522,-6.878724984,0.32205397,42.27341715,0
0.219546569,9.228589323,0.943926261,1.687377456,4.853075725,2617.612318,58.0118063,-6.056702085,0.426149406,34.73888143,0
0.262408088,10.07051023,0.966256558,1.062085159,2.662796676,4319.286671,76.38609069,-5.234679186,0.345505039,55.34547933,0
0.244240196,9.892791935,0.945794751,1.057028484,2.812142391,2909.86545,62.05905898,-4.412656287,0.355478841,46.20218913,0
0.212469363,9.603258387,0.958896029,1.150107265,2.945106499,3205.059053,65.78268694,-3.590633388,0.35587904,46.59079488,0
0.104901961,10.15700612,0.966012421,1.246251826,3.380313194,2176.06117,56.97397418,-2.768610489,0.355610662,40.97704061,0
0.116237745,10.52589254,0.977255882,1.203642024,3.218633878,3587.70543,72.43667707,-1.94658759,0.325337002,52.80152384,0
0.134099265,9.683291892,0.965481965,1.402008983,3.796277862,2825.596529,63.25944686,-1.124564691,0.382623408,42.0603536,0
0.163756127,9.884280258,0.967923772,1.318908345,3.532784081,3525.962913,70.95848803,-0.302541792,0.355400122,48.59977722,0
0.157950368,10.16780165,0.967364421,1.25114446,3.33310786,3483.192466,70.97241351,0.519481107,0.339875045,50.12203979,0
0.250122549,10.99369042,0.953120233,1.214766646,3.372392158,3311.58502,63.67436603,1.341504006,0.315569806,47.37005615,0
0.815119485,10.58640085,0.886777188,1.108409364,2.885658802,4917.459593,74.05310212,2.163526905,0.314779909,54.03226725,0
0.277083333,8.017354253,0.935474542,2.004758542,5.990506775,2971.25547,57.67004018,2.985549804,0.537571674,29.1076711,0
0.52098652,9.580801454,0.883559203,1.589997696,4.534865107,3198.609204,59.60462838,3.807572703,0.409606278,36.77744548,0
